N° Certificado|Laboratorio|Nombre Comercial|Forma Farmacéutica|Presentación|Precio Venta al Público| (uso exclusivamente hospitalario - muestra médica - no venta al público)| (muestra médica - no venta al público)| (uso exclusivamente hospitalario - muestra médica)| (uso exclusivamente hospitalario - no venta al público)| (uso exclusivamente hospitalario)| (muestra médica)| (no venta al público)|GTIN|Genérico|Genérico[IFA,Cantidad,Unidad]
53219|HLB PHARMA GROUP S.A.|URIGESIC |COMPRIMIDO RECUBIERTO| BLISTER por 50 UNIDADES ||0|0|0|0|0|0|0|07798081260590|ACIDO URSODESOXICOLICO 500 MG |[['ACIDO URSODESOXICOLICO', '500', 'MG']]
53219|HLB PHARMA GROUP S.A.|URIGESIC |COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES ||0|0|0|0|0|0|0|07798081260583|ACIDO URSODESOXICOLICO 500 MG |[['ACIDO URSODESOXICOLICO', '500', 'MG']]
53219|HLB PHARMA GROUP S.A.|URIGESIC |COMPRIMIDO RECUBIERTO| BLISTER por 500 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||ACIDO URSODESOXICOLICO 150 MG |[['ACIDO URSODESOXICOLICO', '150', 'MG']]
53219|HLB PHARMA GROUP S.A.|URIGESIC |COMPRIMIDO RECUBIERTO| BLISTER por 1000 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||ACIDO URSODESOXICOLICO 150 MG |[['ACIDO URSODESOXICOLICO', '150', 'MG']]
53219|HLB PHARMA GROUP S.A.|URIGESIC |COMPRIMIDO RECUBIERTO| BLISTER por 100 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||ACIDO URSODESOXICOLICO 150 MG |[['ACIDO URSODESOXICOLICO', '150', 'MG']]
53219|HLB PHARMA GROUP S.A.|URIGESIC |COMPRIMIDO RECUBIERTO| BLISTER por 20 UNIDADES ||0|0|0|0|0|0|0|07798081260033|ACIDO URSODESOXICOLICO 150 MG |[['ACIDO URSODESOXICOLICO', '150', 'MG']]
53219|HLB PHARMA GROUP S.A.|URIGESIC |COMPRIMIDO RECUBIERTO| BLISTER por 500 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||ACIDO URSODESOXICOLICO 300 MG |[['ACIDO URSODESOXICOLICO', '300', 'MG']]
53219|HLB PHARMA GROUP S.A.|URIGESIC |COMPRIMIDO RECUBIERTO| BLISTER por 1000 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||ACIDO URSODESOXICOLICO 300 MG |[['ACIDO URSODESOXICOLICO', '300', 'MG']]
53219|HLB PHARMA GROUP S.A.|URIGESIC |COMPRIMIDO RECUBIERTO| BLISTER por 100 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||ACIDO URSODESOXICOLICO 300 MG |[['ACIDO URSODESOXICOLICO', '300', 'MG']]
53219|HLB PHARMA GROUP S.A.|URIGESIC |COMPRIMIDO RECUBIERTO| BLISTER por 50 UNIDADES ||0|0|0|0|0|0|0|07798081260552|ACIDO URSODESOXICOLICO 300 MG |[['ACIDO URSODESOXICOLICO', '300', 'MG']]
53219|HLB PHARMA GROUP S.A.|URIGESIC |COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES ||0|0|0|0|0|0|0|07798081260040|ACIDO URSODESOXICOLICO 300 MG |[['ACIDO URSODESOXICOLICO', '300', 'MG']]
38740|HLB PHARMA GROUP S.A.|OMEPRASEC FORTE|CAPSULA DURA| BLISTER por 1500 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||OMEPRAZOL 40 MG |[['OMEPRAZOL', '40', 'MG']]
38740|HLB PHARMA GROUP S.A.|OMEPRASEC FORTE|CAPSULA DURA| BLISTER por 3000 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||OMEPRAZOL 40 MG |[['OMEPRAZOL', '40', 'MG']]
38740|HLB PHARMA GROUP S.A.|OMEPRASEC FORTE|CAPSULA DURA| BLISTER por 750 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||OMEPRAZOL 40 MG |[['OMEPRAZOL', '40', 'MG']]
56243|HLB PHARMA GROUP S.A.|CITALEXON|COMPRIMIDO| BLISTER por 60 UNIDADES ||0|0|0|0|0|0|0|07798081260149|CILOSTAZOL 50 MG |[['CILOSTAZOL', '50', 'MG']]
56243|HLB PHARMA GROUP S.A.|CITALEXON|COMPRIMIDO| BLISTER por 30 UNIDADES ||0|0|0|0|0|0|0|07798081260132|CILOSTAZOL 50 MG |[['CILOSTAZOL', '50', 'MG']]
56243|HLB PHARMA GROUP S.A.|CITALEXON|COMPRIMIDO| BLISTER por 60 UNIDADES ||0|0|0|0|0|0|0|07798081260163|CILOSTAZOL 100 MG |[['CILOSTAZOL', '100', 'MG']]
56243|HLB PHARMA GROUP S.A.|CITALEXON|COMPRIMIDO| BLISTER por 30 UNIDADES ||0|0|0|0|0|0|0|07798081260156|CILOSTAZOL 100 MG |[['CILOSTAZOL', '100', 'MG']]
59449|HLB PHARMA GROUP S.A.|MIDAZOLAM HLB PHARMA|SOLUCION INYECTABLE|5 AMPOLLA por 10 ML ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||MIDAZOLAM 15 MG / 3 ML |[['MIDAZOLAM', '15', 'MG / 3 ML']]
59449|HLB PHARMA GROUP S.A.|MIDAZOLAM HLB PHARMA|SOLUCION INYECTABLE|50 AMPOLLA por 10 ML ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||MIDAZOLAM 15 MG / 3 ML |[['MIDAZOLAM', '15', 'MG / 3 ML']]
59449|HLB PHARMA GROUP S.A.|MIDAZOLAM HLB PHARMA|SOLUCION INYECTABLE|100 AMPOLLA por 10 ML ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||MIDAZOLAM 15 MG / 3 ML |[['MIDAZOLAM', '15', 'MG / 3 ML']]
45579|HLB PHARMA GROUP S.A.|CITINEXIN|COMPRIMIDO| BLISTER por 30 UNIDADES ||0|0|0|0|0|0|0|07798081261658|ISOXSUPRINA CLORHIDRATO 10 MG |[['ISOXSUPRINA CLORHIDRATO', '10', 'MG']]
45579|HLB PHARMA GROUP S.A.|CITINEXIN|COMPRIMIDO| BLISTER por 250 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||ISOXSUPRINA CLORHIDRATO 10 MG |[['ISOXSUPRINA CLORHIDRATO', '10', 'MG']]
45579|HLB PHARMA GROUP S.A.|CITINEXIN|COMPRIMIDO| BLISTER por 500 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||ISOXSUPRINA CLORHIDRATO 10 MG |[['ISOXSUPRINA CLORHIDRATO', '10', 'MG']]
45579|HLB PHARMA GROUP S.A.|CITINEXIN|COMPRIMIDO| BLISTER por 1000 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||ISOXSUPRINA CLORHIDRATO 10 MG |[['ISOXSUPRINA CLORHIDRATO', '10', 'MG']]
45579|HLB PHARMA GROUP S.A.|CITINEXIN|COMPRIMIDO| BLISTER por 30 UNIDADES ||0|0|0|0|0|0|0|07798081261665|ISOXSUPRINA CLORHIDRATO 20 MG |[['ISOXSUPRINA CLORHIDRATO', '20', 'MG']]
45579|HLB PHARMA GROUP S.A.|CITINEXIN|COMPRIMIDO| BLISTER por 250 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||ISOXSUPRINA CLORHIDRATO 20 MG |[['ISOXSUPRINA CLORHIDRATO', '20', 'MG']]
45579|HLB PHARMA GROUP S.A.|CITINEXIN|COMPRIMIDO| BLISTER por 500 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||ISOXSUPRINA CLORHIDRATO 20 MG |[['ISOXSUPRINA CLORHIDRATO', '20', 'MG']]
45579|HLB PHARMA GROUP S.A.|CITINEXIN|COMPRIMIDO| BLISTER por 1000 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||ISOXSUPRINA CLORHIDRATO 20 MG |[['ISOXSUPRINA CLORHIDRATO', '20', 'MG']]
45579|HLB PHARMA GROUP S.A.|CITINEXIN|INYECTABLE PARA PERFUSION|100 AMPOLLA por 2 ML ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||ISOXSUPRINA  CLORHIDRATO 10 MG / 2 ML |[['ISOXSUPRINA  CLORHIDRATO', '10', 'MG / 2 ML']]
45579|HLB PHARMA GROUP S.A.|CITINEXIN|INYECTABLE PARA PERFUSION|500 AMPOLLA por 2 ML ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||ISOXSUPRINA  CLORHIDRATO 10 MG / 2 ML |[['ISOXSUPRINA  CLORHIDRATO', '10', 'MG / 2 ML']]
45604|HLB PHARMA GROUP S.A.|PRILINA|COMPRIMIDO RECUBIERTO| BLISTER por 16 UNIDADES ||0|0|0|0|0|0|0|07798081269722|AMPICILINA 500 MG |[['AMPICILINA', '500', 'MG']]
45604|HLB PHARMA GROUP S.A.|PRILINA|COMPRIMIDO RECUBIERTO| BLISTER por 250 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||AMPICILINA 500 MG |[['AMPICILINA', '500', 'MG']]
45604|HLB PHARMA GROUP S.A.|PRILINA|COMPRIMIDO RECUBIERTO| BLISTER por 500 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||AMPICILINA 500 MG |[['AMPICILINA', '500', 'MG']]
45604|HLB PHARMA GROUP S.A.|PRILINA|COMPRIMIDO RECUBIERTO| BLISTER por 1000 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||AMPICILINA 500 MG |[['AMPICILINA', '500', 'MG']]
45604|HLB PHARMA GROUP S.A.|PRILINA|COMPRIMIDO RECUBIERTO| BLISTER por 16 UNIDADES ||0|0|0|0|0|0|0|07798081269739|AMPICILINA 1000 MG |[['AMPICILINA', '1000', 'MG']]
45604|HLB PHARMA GROUP S.A.|PRILINA|COMPRIMIDO RECUBIERTO| BLISTER por 250 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||AMPICILINA 1000 MG |[['AMPICILINA', '1000', 'MG']]
45604|HLB PHARMA GROUP S.A.|PRILINA|COMPRIMIDO RECUBIERTO| BLISTER por 500 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||AMPICILINA 1000 MG |[['AMPICILINA', '1000', 'MG']]
45604|HLB PHARMA GROUP S.A.|PRILINA|COMPRIMIDO RECUBIERTO| BLISTER por 1000 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||AMPICILINA 1000 MG |[['AMPICILINA', '1000', 'MG']]
56961|HLB PHARMA GROUP S.A.|XIPROMOX|COMPRIMIDO| BLISTER por 100 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||CIPROFLOXACINA 500 MG |[['CIPROFLOXACINA', '500', 'MG']]
56961|HLB PHARMA GROUP S.A.|XIPROMOX|COMPRIMIDO| BLISTER por 1000 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||CIPROFLOXACINA 500 MG |[['CIPROFLOXACINA', '500', 'MG']]
56961|HLB PHARMA GROUP S.A.|XIPROMOX|COMPRIMIDO| BLISTER por 500 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||CIPROFLOXACINA 500 MG |[['CIPROFLOXACINA', '500', 'MG']]
56961|HLB PHARMA GROUP S.A.|XIPROMOX|COMPRIMIDO| BLISTER por 10 UNIDADES ||0|0|0|0|0|0|0|07798081265489|CIPROFLOXACINA 500 MG |[['CIPROFLOXACINA', '500', 'MG']]
50021|HLB PHARMA GROUP S.A.|XINACEFALE|COMPRIMIDO RECUBIERTO| BLISTER por 500 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||CEFALEXINA 500 MG |[['CEFALEXINA', '500', 'MG']]
50021|HLB PHARMA GROUP S.A.|XINACEFALE|COMPRIMIDO RECUBIERTO| BLISTER por 500 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||CEFALEXINA 1000 MG |[['CEFALEXINA', '1000', 'MG']]
50021|HLB PHARMA GROUP S.A.|XINACEFALE|COMPRIMIDO RECUBIERTO| BLISTER por 1000 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||CEFALEXINA 1000 MG |[['CEFALEXINA', '1000', 'MG']]
52243|HLB PHARMA GROUP S.A.|LOLATENO|COMPRIMIDO| BLISTER por 28 UNIDADES ||0|0|0|0|0|0|0|07798081267919|ATENOLOL 50 MG |[['ATENOLOL', '50', 'MG']]
52243|HLB PHARMA GROUP S.A.|LOLATENO|COMPRIMIDO| BLISTER por 28 UNIDADES ||0|0|0|0|0|0|0|07798081267940|ATENOLOL 100 MG |[['ATENOLOL', '100', 'MG']]
53100|HLB PHARMA GROUP S.A.|FENTANILO HLB|SOLUCION INYECTABLE|100 AMPOLLA por 5 ML ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||FENTANILO 50 MCG / ML |[['FENTANILO', '50', 'MCG / ML']]
52936|HLB PHARMA GROUP S.A.|NAZEPAMCLO|COMPRIMIDO| BLISTER por 750 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||CLONAZEPAM 0.5 MG |[['CLONAZEPAM', '0.5', 'MG']]
52936|HLB PHARMA GROUP S.A.|NAZEPAMCLO|COMPRIMIDO| BLISTER por 1500 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||CLONAZEPAM 0.5 MG |[['CLONAZEPAM', '0.5', 'MG']]
52936|HLB PHARMA GROUP S.A.|NAZEPAMCLO|COMPRIMIDO| BLISTER por 60 UNIDADES ||0|0|0|0|0|0|0|07798081265168|CLONAZEPAM 0.5 MG |[['CLONAZEPAM', '0.5', 'MG']]
52936|HLB PHARMA GROUP S.A.|NAZEPAMCLO|COMPRIMIDO| BLISTER por 30 UNIDADES ||0|0|0|0|0|0|0|07798081265151|CLONAZEPAM 0.5 MG |[['CLONAZEPAM', '0.5', 'MG']]
52936|HLB PHARMA GROUP S.A.| NAZEPAMCLO |COMPRIMIDO| BLISTER por 750 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||CLONAZEPAM 1 MG |[['CLONAZEPAM', '1', 'MG']]
52936|HLB PHARMA GROUP S.A.| NAZEPAMCLO |COMPRIMIDO| BLISTER por 1500 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||CLONAZEPAM 1 MG |[['CLONAZEPAM', '1', 'MG']]
52936|HLB PHARMA GROUP S.A.| NAZEPAMCLO |COMPRIMIDO| BLISTER por 60 UNIDADES ||0|0|0|0|0|0|0|07798081265182|CLONAZEPAM 1 MG |[['CLONAZEPAM', '1', 'MG']]
52936|HLB PHARMA GROUP S.A.| NAZEPAMCLO |COMPRIMIDO| BLISTER por 30 UNIDADES ||0|0|0|0|0|0|0|07798081265175|CLONAZEPAM 1 MG |[['CLONAZEPAM', '1', 'MG']]
52936|HLB PHARMA GROUP S.A.|NAZEPAMCLO |COMPRIMIDO| BLISTER por 750 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||CLONAZEPAM 2 MG |[['CLONAZEPAM', '2', 'MG']]
52936|HLB PHARMA GROUP S.A.|NAZEPAMCLO |COMPRIMIDO| BLISTER por 1500 UNIDADES ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||CLONAZEPAM 2 MG |[['CLONAZEPAM', '2', 'MG']]
52936|HLB PHARMA GROUP S.A.|NAZEPAMCLO |COMPRIMIDO| BLISTER por 60 UNIDADES ||0|0|0|0|0|0|0|07798081265205|CLONAZEPAM 2 MG |[['CLONAZEPAM', '2', 'MG']]
52936|HLB PHARMA GROUP S.A.|NAZEPAMCLO |COMPRIMIDO| BLISTER por 30 UNIDADES ||0|0|0|0|0|0|0|07798081265199|CLONAZEPAM 2 MG |[['CLONAZEPAM', '2', 'MG']]
58941|INFINITY PHARMA S.A|GAMMANORM|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 10 ML |$120,766.63|0|0|0|0|0|0|0|07798035314171|INMUNOGLOBULINA HUMANA NORMAL 165 MG / ML |[['INMUNOGLOBULINA HUMANA NORMAL', '165', 'MG / ML']]
58941|INFINITY PHARMA S.A|GAMMANORM|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 20 ML |$241,533.25|0|0|0|0|0|0|0|07798035314188|INMUNOGLOBULINA HUMANA NORMAL 165 MG / ML |[['INMUNOGLOBULINA HUMANA NORMAL', '165', 'MG / ML']]
58257|INFINITY PHARMA S.A|NUWIQ|POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 500 UI + 1 JERINGA PRELLENADA DE 2,5 ML DISOLVENTE + 1 ADAPTADOR PARA EL VIAL ESTERIL PARA LA RECONSTITUCION CON UN EQUIPO ALADO |$358,640.48|0|0|0|0|0|0|0|07798035311187|FACTOR VIII DE COAGULACION RECOMBINANTE 500 UI |[['FACTOR VIII DE COAGULACION RECOMBINANTE', '500', 'UI']]
47939|INFINITY PHARMA S.A|OCTANATE 1000|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 1000 UI + 1 AMPOLLA DE SOLVENTE POR 10 ML.|$427,819.86|0|0|0|0|0|0|0|07798035313662|FACTOR VIII 1000 UI |[['FACTOR VIII', '1000', 'UI']]
58257|INFINITY PHARMA S.A|NUWIQ|POLVO LIOFILIZADO PARA RECONSTITUIR CON DILUYENTE LIQUIDO|1 FRASCO AMPOLLA por 1000 UI  + 1 JERINGA PRELLENADA DE 2,5 ML DISOLVENTE + 1 ADAPTADOR PARA EL VIAL ESTERIL PARA LA RECONSTITUCION CON UN EQUIPO ALADO |$717,280.95|0|0|0|0|0|0|0|07798035311194|FACTOR VIII DE COAGULACION RECOMBINANTE 1000 UI |[['FACTOR VIII DE COAGULACION RECOMBINANTE', '1000', 'UI']]
58257|INFINITY PHARMA S.A|NUWIQ|POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 2000 UI + 1 JERINGA PRELLENADA DE 2,5 ML DISOLVENTE + 1 ADAPTADOR PARA EL VIAL ESTERIL PARA LA RECONSTITUCION CON UN EQUIPO ALADO |$1,434,561.90|0|0|0|0|0|0|0|07798035311200|FACTOR VIII DE COAGULACION RECOMBINANTE 2000 UI |[['FACTOR VIII DE COAGULACION RECOMBINANTE', '2000', 'UI']]
40876|INFINITY PHARMA S.A|ALBUNORM 20 %|SOLUCION PARA INFUSION|1 FRASCO AMPOLLA por 100 ML ||0|0|0|0|0|0|0|07798385040164|ALBUMINA 20 G % |[['ALBUMINA', '20', 'G %']]
59428|INFINITY PHARMA S.A|PANZYGA|SOLUCION PARA INFUSION|1 FRASCO AMPOLLA por 100 ML 10 g de inmunoglobulina humana normal||0|0|0|0|0|0|0|07798385040218|IgA 300 MCG / ML (MENOR O IGUAL) + INMUNOGLOBULINA HUMANA NORMAL G CON AL MENOS 95% DE IgG 100 MG / ...|[['IgA', '300', 'MCG / ML (MENOR O IGUAL)'], ['INMUNOGLOBULINA HUMANA NORMAL G CON AL MENOS 95% DE IgG', '100', 'MG / ML']]
59428|INFINITY PHARMA S.A|PANZYGA|SOLUCION PARA INFUSION|1 FRASCO AMPOLLA por 50 ML 5 g de inmunoglobulina humana normal||0|0|0|0|0|0|0|07798385040126|IgA 300 MCG / ML (MENOR O IGUAL) + INMUNOGLOBULINA HUMANA NORMAL G CON AL MENOS 95% DE IgG 100 MG / ...|[['IgA', '300', 'MCG / ML (MENOR O IGUAL)'], ['INMUNOGLOBULINA HUMANA NORMAL G CON AL MENOS 95% DE IgG', '100', 'MG / ML']]
54570|INFINITY PHARMA S.A|OCTAPLEX|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 500 UI + 1 FRASCO AMPOLLA por 20 ML DE SOLVENTE + 1 CONJUNTO DE TRANSFERENCIA||0|0|0|0|0|0|0|07798385040010|FACTOR IX 25 UI / ML + FACTOR II 14 UI / ML + FACTOR VII 9 UI / ML + FACTOR X 18 UI / ML + PROTEINA ...|[['FACTOR IX', '25', 'UI / ML'], ['FACTOR II', '14', 'UI / ML'], ['FACTOR VII', '9', 'UI / ML'], ['FACTOR X', '18', 'UI / ML'], ['PROTEINA C', '13', 'UI / ML'], ['PROTEINA S', '12', 'UI / ML']]
58257|INFINITY PHARMA S.A|NUWIQ|POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 250 UI + 1 JERINGA PRELLENADA DE 2,5 ML DISOLVENTE + 1 ADAPTADOR PARA EL VIAL ESTERIL PARA LA RECONSTITUCION CON UN EQUIPO DE INFUSION \nALADO + 2 TORUNDAS CON ALCOHOL||0|0|0|0|0|0|0|07798385040195|FACTOR VIII DE COAGULACION RECOMBINANTE 250 UI |[['FACTOR VIII DE COAGULACION RECOMBINANTE', '250', 'UI']]
58257|INFINITY PHARMA S.A|NUWIQ|POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 500 UI + 1 JERINGA PRELLENADA DE 2,5 ML DISOLVENTE + 1 ADAPTADOR PARA EL VIAL ESTERIL PARA LA RECONSTITUCION CON UN EQUIPO DE INFUSION ALADO + 2 TORUNDAS CON ALCOHOL||0|0|0|0|0|0|0|07798385040034|FACTOR VIII DE COAGULACION RECOMBINANTE 500 UI |[['FACTOR VIII DE COAGULACION RECOMBINANTE', '500', 'UI']]
58257|INFINITY PHARMA S.A|NUWIQ|POLVO LIOFILIZADO PARA RECONSTITUIR CON DILUYENTE LIQUIDO|1 FRASCO AMPOLLA por 1000 UI + 1 JERINGA PRELLENADA DE 2,5 ML DISOLVENTE + 1 ADAPTADOR PARA EL VIAL ESTERIL PARA LA RECONSTITUCION CON UN EQUIPO DE INFUSION ALADO + 2 TORUNDAS CON ALCOHOL.||0|0|0|0|0|0|0|07798385040027|FACTOR VIII DE COAGULACION RECOMBINANTE 1000 UI |[['FACTOR VIII DE COAGULACION RECOMBINANTE', '1000', 'UI']]
58257|INFINITY PHARMA S.A|NUWIQ|POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 2000 UI + 1 JERINGA PRELLENADA DE 2,5 ML DISOLVENTE + 1 ADAPTADOR PARA EL VIAL ESTERIL PARA LA RECONSTITUCION CON UN EQUIPO DE INFUSION ALADO + 2 TORUNDAS CON ALCOHOL||0|0|0|0|0|0|0|07798385040119|FACTOR VIII DE COAGULACION RECOMBINANTE 2000 UI |[['FACTOR VIII DE COAGULACION RECOMBINANTE', '2000', 'UI']]
58941|INFINITY PHARMA S.A|GAMMANORM|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 20 ML ||0|0|0|0|0|0|0|07798385040140|INMUNOGLOBULINA HUMANA NORMAL 165 MG / ML |[['INMUNOGLOBULINA HUMANA NORMAL', '165', 'MG / ML']]
58941|INFINITY PHARMA S.A|GAMMANORM|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 10 ML ||0|0|0|0|0|0|0|07798385040041|INMUNOGLOBULINA HUMANA NORMAL 165 MG / ML |[['INMUNOGLOBULINA HUMANA NORMAL', '165', 'MG / ML']]
40876|INFINITY PHARMA S.A|ALBUNORM 20 %|SOLUCION PARA INFUSION|1 FRASCO AMPOLLA por 50 ML ||0|0|0|0|0|0|0|07798385040133|ALBUMINA 20 G % |[['ALBUMINA', '20', 'G %']]
39292|INMUNOLAB SA|IBUPROFEN ILAB|COMPRIMIDO| ENVASE por 20  |$6.78|0|0|0|0|0|0|0||IBUPROFENO 600 MG/COMPRIMIDO |[['IBUPROFENO', '600', 'MG/COMPRIMIDO']]
39292|INMUNOLAB SA|IBUPROFEN ILAB|COMPRIMIDO| ENVASE por 10  |$22.82|0|0|0|0|0|0|0||IBUPROFENO 600 MG/COMPRIMIDO |[['IBUPROFENO', '600', 'MG/COMPRIMIDO']]
53233|INMUNOLAB SA|CREMA DE BISMUTO ILAB|SUSPENSION ORAL| ENVASE por 1  |$36.10|0|0|0|0|0|0|0||HIDROXIDO DE BISMUTO 3.75 G / 100 ML + PECTINA 3 G / 100 ML |[['HIDROXIDO DE BISMUTO', '3.75', 'G / 100 ML'], ['PECTINA', '3', 'G / 100 ML']]
39292|INMUNOLAB SA|IBUPROFEN ILAB|COMPRIMIDO DE LIBERACIÓN PROLONGADA| ENVASE por 10  ||0|0|0|0|0|0|0||IBUPROFENO 800 MG/COMPRIMIDO |[['IBUPROFENO', '800', 'MG/COMPRIMIDO']]
39292|INMUNOLAB SA|IBUPROFEN ILAB|COMPRIMIDO DE LIBERACIÓN PROLONGADA| ENVASE por 30  ||0|0|0|0|0|0|0||IBUPROFENO 800 MG/COMPRIMIDO |[['IBUPROFENO', '800', 'MG/COMPRIMIDO']]
39292|INMUNOLAB SA|IBUPROFEN ILAB|COMPRIMIDO| ENVASE por 10  ||0|0|0|0|0|0|0||IBUPROFENO 120 MG/COMPRIMIDO |[['IBUPROFENO', '120', 'MG/COMPRIMIDO']]
39292|INMUNOLAB SA|IBUPROFEN ILAB|COMPRIMIDO| ENVASE por 20  ||0|0|0|0|0|0|0||IBUPROFENO 120 MG/COMPRIMIDO |[['IBUPROFENO', '120', 'MG/COMPRIMIDO']]
39292|INMUNOLAB SA|IBUPROFEN ILAB|COMPRIMIDO| ENVASE por 20  ||0|0|0|0|0|0|0||IBUPROFENO 400 MG |[['IBUPROFENO', '400', 'MG']]
39292|INMUNOLAB SA|IBUPROFEN ILAB|COMPRIMIDO| ENVASE por 40  ||0|0|0|0|0|0|0||IBUPROFENO 400 MG |[['IBUPROFENO', '400', 'MG']]
39292|INMUNOLAB SA|IBUPROFEN ILAB|COMPRIMIDO| ENVASE por 20  ||0|0|0|0|0|0|0||IBUPROFENO 200 MG |[['IBUPROFENO', '200', 'MG']]
39292|INMUNOLAB SA|IBUPROFEN ILAB|COMPRIMIDO| ENVASE por 40  ||0|0|0|0|0|0|0||IBUPROFENO 200 MG |[['IBUPROFENO', '200', 'MG']]
42589|INMUNOLAB SA|AMLODIPINA ILAB|COMPRIMIDO| BLISTER por 10  ||0|0|0|0|0|0|0||AMLODIPINA BESILATO 6.944 MG |[['AMLODIPINA BESILATO', '6.944', 'MG']]
42589|INMUNOLAB SA|AMLODIPINA ILAB|COMPRIMIDO| BLISTER por 20  ||0|0|0|0|0|0|0||AMLODIPINA BESILATO 6.944 MG |[['AMLODIPINA BESILATO', '6.944', 'MG']]
42589|INMUNOLAB SA|AMLODIPINA ILAB|COMPRIMIDO| ENVASE por 10  ||0|0|0|0|0|0|0||AMLODIPINA BESILATO 13.889 MG |[['AMLODIPINA BESILATO', '13.889', 'MG']]
42589|INMUNOLAB SA|AMLODIPINA ILAB|COMPRIMIDO| ENVASE por 20  ||0|0|0|0|0|0|0||AMLODIPINA BESILATO 13.889 MG |[['AMLODIPINA BESILATO', '13.889', 'MG']]
40761|INMUNOLAB SA|FACTOR ANTIGRIPAL|COMPRIMIDO| ENVASE por 10  ||0|0|0|0|0|0|0||PARACETAMOL 500 MG + BROMHEXINA CLORHIDRATO 8 MG + CLORFENIRAMINA MALEATO 4 MG + PSEUDOEFEDRINA SULF...|[['PARACETAMOL', '500', 'MG'], ['BROMHEXINA CLORHIDRATO', '8', 'MG'], ['CLORFENIRAMINA MALEATO', '4', 'MG'], ['PSEUDOEFEDRINA SULFATO', '60', 'MG']]
39292|INMUNOLAB SA|IBUPROFEN ILAB|SUSPENSION ORAL| ENVASE por 90  ||0|0|0|0|0|0|0||IBUPROFENO 2 G / 100 ML |[['IBUPROFENO', '2', 'G / 100 ML']]
